"행정구역","2025년03월_총인구수","2025년03월_세대수","2025년03월_세대당 인구","2025년03월_남자 인구수","2025년03월_여자 인구수","2025년03월_남여 비율"
"경상북도 봉화군 상운면(4792038000)","1,630","1,017","          1.60","834","796","          1.05"
"경상북도 봉화군 석포면(4792039000)","1,774","989","          1.79","1,020","754","          1.35"
"경상북도 울진군 (4793000000)","46,045","25,704","          1.79","23,383","22,662","          1.03"
"경상북도 울진군 울진읍(4793025000)","13,698","6,527","          2.10","6,916","6,782","          1.02"
"경상북도 울진군 평해읍(4793025300)","2,456","1,552","          1.58","1,173","1,283","          0.91"
"경상북도 울진군 북면(4793031000)","6,776","3,600","          1.88","3,662","3,114","          1.18"
"경상북도 울진군 북면하당출장소(4793031500)","611","382","          1.60","308","303","          1.02"
"경상북도 울진군 근남면(4793033000)","2,662","1,553","          1.71","1,368","1,294","          1.06"
"경상북도 울진군 기성면(4793035000)","2,301","1,556","          1.48","1,137","1,164","          0.98"
"경상북도 울진군 온정면(4793036000)","1,527","973","          1.57","755","772","          0.98"
"경상북도 울진군 죽변면(4793037000)","5,990","3,596","          1.67","3,138","2,852","          1.10"
"경상북도 울진군 후포면(4793038000)","6,941","3,996","          1.74","3,421","3,520","          0.97"
"경상북도 울진군 금강송면(4793039000)","1,188","770","          1.54","588","600","          0.98"
