"행정구역","2025년03월_총인구수","2025년03월_세대수","2025년03월_세대당 인구","2025년03월_남자 인구수","2025년03월_여자 인구수","2025년03월_남여 비율"
"강원특별자치도 동해시 (5117000000)","87,138","43,601","          2.00","44,238","42,900","          1.03"
"강원특별자치도 동해시 천곡동(5117051000)","28,741","13,853","          2.07","14,222","14,519","          0.98"
"강원특별자치도 동해시 송정동(5117052000)","3,379","2,087","          1.62","1,873","1,506","          1.24"
"강원특별자치도 동해시 북삼동(5117053000)","21,416","9,889","          2.17","11,115","10,301","          1.08"
"강원특별자치도 동해시 부곡동(5117054000)","4,543","2,528","          1.80","2,215","2,328","          0.95"
"강원특별자치도 동해시 동호동(5117055000)","4,684","2,535","          1.85","2,373","2,311","          1.03"
"강원특별자치도 동해시 발한동(5117057000)","2,973","1,829","          1.63","1,522","1,451","          1.05"
"강원특별자치도 동해시 묵호동(5117059000)","2,694","1,624","          1.66","1,350","1,344","          1.00"
"강원특별자치도 동해시 북평동(5117060000)","13,071","6,054","          2.16","6,674","6,397","          1.04"
"강원특별자치도 동해시 망상동(5117063000)","3,184","1,764","          1.80","1,612","1,572","          1.03"
"강원특별자치도 동해시 삼화동(5117065000)","2,453","1,438","          1.71","1,282","1,171","          1.09"
"강원특별자치도 태백시 (5119000000)","37,715","20,251","          1.86","19,071","18,644","          1.02"
"강원특별자치도 태백시 황지동(5119051500)","7,566","3,779","          2.00","3,781","3,785","          1.00"
"강원특별자치도 태백시 황연동(5119052500)","3,698","2,169","          1.70","1,902","1,796","          1.06"
"강원특별자치도 태백시 삼수동(5119053500)","4,880","2,617","          1.86","2,480","2,400","          1.03"
"강원특별자치도 태백시 상장동(5119054000)","11,382","5,514","          2.06","5,763","5,619","          1.03"
"강원특별자치도 태백시 문곡소도동(5119058500)","3,290","1,882","          1.75","1,638","1,652","          0.99"
"강원특별자치도 태백시 장성동(5119059500)","3,062","1,785","          1.72","1,513","1,549","          0.98"
"강원특별자치도 태백시 구문소동(5119060500)","2,117","1,363","          1.55","1,092","1,025","          1.07"
"강원특별자치도 태백시 철암동(5119061500)","1,720","1,142","          1.51","902","818","          1.10"
"강원특별자치도 속초시 (5121000000)","80,372","41,161","          1.95","39,657","40,715","          0.97"
"강원특별자치도 속초시 영랑동(5121051000)","4,350","2,543","          1.71","2,252","2,098","          1.07"
"강원특별자치도 속초시 동명동(5121052000)","5,257","2,625","          2.00","2,593","2,664","          0.97"
"강원특별자치도 속초시 금호동(5121054000)","5,459","2,946","          1.85","2,678","2,781","          0.96"
"강원특별자치도 속초시 교동(5121056000)","8,767","4,718","          1.86","4,306","4,461","          0.97"
"강원특별자치도 속초시 노학동(5121057000)","20,213","10,355","          1.95","10,049","10,164","          0.99"
"강원특별자치도 속초시 조양동(5121058000)","28,827","13,634","          2.11","13,960","14,867","          0.94"
"강원특별자치도 속초시 청호동(5121059000)","4,632","2,647","          1.75","2,329","2,303","          1.01"
"강원특별자치도 속초시 대포동(5121060000)","2,867","1,693","          1.69","1,490","1,377","          1.08"
"강원특별자치도 삼척시 (5123000000)","61,552","33,792","          1.82","31,366","30,186","          1.04"
"강원특별자치도 삼척시 도계읍(5123025000)","9,003","5,943","          1.51","4,582","4,421","          1.04"
"강원특별자치도 삼척시 원덕읍(5123025300)","3,061","2,054","          1.49","1,631","1,430","          1.14"
"강원특별자치도 삼척시 원덕읍임원출장소(5123025400)","1,476","922","          1.60","739","737","          1.00"
"강원특별자치도 삼척시 근덕면(5123031000)","4,632","2,923","          1.58","2,386","2,246","          1.06"
"강원특별자치도 삼척시 하장면(5123032000)","1,186","693","          1.71","649","537","          1.21"
"강원특별자치도 삼척시 노곡면(5123033000)","672","430","          1.56","374","298","          1.26"
"강원특별자치도 삼척시 미로면(5123034000)","1,715","1,017","          1.69","906","809","          1.12"
"강원특별자치도 삼척시 가곡면(5123035000)","668","423","          1.58","342","326","          1.05"
"강원특별자치도 삼척시 신기면(5123036000)","633","408","          1.55","349","284","          1.23"
"강원특별자치도 삼척시 남양동(5123051000)","6,572","3,658","          1.80","3,226","3,346","          0.96"
"강원특별자치도 삼척시 교동(5123053000)","15,099","6,770","          2.23","7,742","7,357","          1.05"
"강원특별자치도 삼척시 정라동(5123054000)","9,621","4,866","          1.98","4,899","4,722","          1.04"
"강원특별자치도 삼척시 성내동(5123057000)","7,214","3,685","          1.96","3,541","3,673","          0.96"
"강원특별자치도 홍천군 (5172000000)","66,485","34,904","          1.90","34,287","32,198","          1.06"
"강원특별자치도 홍천군 홍천읍(5172025000)","33,616","16,136","          2.08","16,997","16,619","          1.02"
"강원특별자치도 홍천군 화촌면(5172031000)","4,180","2,447","          1.71","2,262","1,918","          1.18"
"강원특별자치도 홍천군 두촌면(5172032000)","2,370","1,376","          1.72","1,183","1,187","          1.00"
"강원특별자치도 홍천군 내촌면(5172033000)","2,412","1,440","          1.68","1,262","1,150","          1.10"
"강원특별자치도 홍천군 서석면(5172034000)","3,625","1,977","          1.83","1,866","1,759","          1.06"
"강원특별자치도 홍천군 영귀미면(5172035200)","4,037","2,200","          1.84","2,088","1,949","          1.07"
"강원특별자치도 홍천군 남면(5172036000)","5,542","3,143","          1.76","2,967","2,575","          1.15"
"강원특별자치도 홍천군 서면(5172037000)","3,783","2,336","          1.62","1,992","1,791","          1.11"
"강원특별자치도 홍천군 북방면(5172038000)","4,015","2,218","          1.81","2,109","1,906","          1.11"
"강원특별자치도 홍천군 내면(5172039000)","2,905","1,631","          1.78","1,561","1,344","          1.16"
"강원특별자치도 횡성군 (5173000000)","45,995","24,065","          1.91","23,682","22,313","          1.06"
"강원특별자치도 횡성군 횡성읍(5173025000)","20,606","9,680","          2.13","10,410","10,196","          1.02"
"강원특별자치도 횡성군 우천면(5173031000)","4,329","2,433","          1.78","2,285","2,044","          1.12"
"강원특별자치도 횡성군 안흥면(5173032000)","3,119","1,575","          1.98","1,599","1,520","          1.05"
"강원특별자치도 횡성군 둔내면(5173033000)","5,919","3,270","          1.81","3,114","2,805","          1.11"
"강원특별자치도 횡성군 갑천면(5173034000)","2,460","1,490","          1.65","1,286","1,174","          1.10"
"강원특별자치도 횡성군 청일면(5173035000)","2,375","1,443","          1.65","1,213","1,162","          1.04"
"강원특별자치도 횡성군 공근면(5173036000)","3,396","1,968","          1.73","1,766","1,630","          1.08"
"강원특별자치도 횡성군 서원면(5173037000)","2,040","1,146","          1.78","1,094","946","          1.16"
"강원특별자치도 횡성군 강림면(5173038000)","1,751","1,060","          1.65","915","836","          1.09"
"강원특별자치도 영월군 (5175000000)","36,507","21,109","          1.73","18,905","17,602","          1.07"
"강원특별자치도 영월군 영월읍(5175025000)","19,686","10,571","          1.86","10,034","9,652","          1.04"
"강원특별자치도 영월군 상동읍(5175025300)","1,021","710","          1.44","536","485","          1.11"
"강원특별자치도 영월군 산솔면(5175031200)","1,376","863","          1.59","742","634","          1.17"
"강원특별자치도 영월군 김삿갓면(5175032500)","1,738","1,098","          1.58","920","818","          1.12"
"강원특별자치도 영월군 북면(5175033000)","2,008","1,246","          1.61","1,058","950","          1.11"
"강원특별자치도 영월군 남면(5175034000)","2,097","1,320","          1.59","1,120","977","          1.15"
"강원특별자치도 영월군 한반도면(5175035500)","1,146","679","          1.69","616","530","          1.16"
"강원특별자치도 영월군 한반도면쌍용출장소(5175035900)","1,526","961","          1.59","812","714","          1.14"
"강원특별자치도 영월군 주천면(5175036000)","3,804","2,350","          1.62","1,965","1,839","          1.07"
"강원특별자치도 영월군 무릉도원면(5175038000)","2,105","1,311","          1.61","1,102","1,003","          1.10"
"강원특별자치도 평창군 (5176000000)","40,090","21,993","          1.82","20,803","19,287","          1.08"
"강원특별자치도 평창군 평창읍(5176025000)","8,262","4,318","          1.91","4,254","4,008","          1.06"
"강원특별자치도 평창군 미탄면(5176031000)","1,518","903","          1.68","830","688","          1.21"
"강원특별자치도 평창군 방림면(5176032000)","800","484","          1.65","425","375","          1.13"
"강원특별자치도 평창군 방림면계촌출장소(5176032500)","1,706","1,035","          1.65","883","823","          1.07"
"강원특별자치도 평창군 대화면(5176033000)","4,970","2,713","          1.83","2,549","2,421","          1.05"
"강원특별자치도 평창군 봉평면(5176034000)","5,603","3,062","          1.83","2,932","2,671","          1.10"
"강원특별자치도 평창군 용평면(5176035000)","2,960","1,637","          1.81","1,524","1,436","          1.06"
"강원특별자치도 평창군 진부면(5176036000)","8,444","4,352","          1.94","4,275","4,169","          1.03"
"강원특별자치도 평창군 대관령면(5176038000)","5,827","3,489","          1.67","3,131","2,696","          1.16"
"강원특별자치도 정선군 (5177000000)","33,377","19,066","          1.75","17,396","15,981","          1.09"
"강원특별자치도 정선군 정선읍(5177025000)","9,822","5,035","          1.95","5,036","4,786","          1.05"
"강원특별자치도 정선군 고한읍(5177025300)","4,145","2,621","          1.58","2,151","1,994","          1.08"
"강원특별자치도 정선군 사북읍(5177025600)","4,166","2,301","          1.81","2,159","2,007","          1.08"
"강원특별자치도 정선군 신동읍(5177025900)","1,683","972","          1.73","881","802","          1.10"
"강원특별자치도 정선군 신동읍함백출장소(5177026000)","1,482","927","          1.60","767","715","          1.07"
"강원특별자치도 정선군 남면(5177032000)","3,065","1,835","          1.67","1,638","1,427","          1.15"
"강원특별자치도 정선군 북평면(5177034000)","2,377","1,348","          1.76","1,203","1,174","          1.02"
"강원특별자치도 정선군 임계면(5177035000)","3,270","1,969","          1.66","1,747","1,523","          1.15"
"강원특별자치도 정선군 화암면(5177036000)","1,512","915","          1.65","821","691","          1.19"
"강원특별자치도 정선군 여량면(5177037000)","1,855","1,143","          1.62","993","862","          1.15"
"강원특별자치도 철원군 (5178000000)","40,180","20,218","          1.99","20,737","19,443","          1.07"
"강원특별자치도 철원군 철원읍(5178025000)","4,747","2,337","          2.03","2,411","2,336","          1.03"
"강원특별자치도 철원군 김화읍(5178025300)","3,017","1,495","          2.02","1,594","1,423","          1.12"
"강원특별자치도 철원군 갈말읍(5178025600)","11,351","5,725","          1.98","6,031","5,320","          1.13"
"강원특별자치도 철원군 동송읍(5178025900)","14,067","6,995","          2.01","7,074","6,993","          1.01"
"강원특별자치도 철원군 서면(5178031000)","1,611","966","          1.67","900","711","          1.27"
"강원특별자치도 철원군 서면와수출장소(5178031500)","3,425","1,642","          2.09","1,715","1,710","          1.00"
"강원특별자치도 철원군 근남면(5178032000)","1,869","999","          1.87","969","900","          1.08"
"강원특별자치도 철원군 근북면(5178033000)","93","59","          1.58","43","50","          0.86"
"강원특별자치도 철원군 근동면(5178034000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 철원군 원동면(5178035000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 철원군 원남면(5178036000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 철원군 임남면(5178037000)","0","0","          0.00","0","0","          0.00"
"강원특별자치도 화천군 (5179000000)","22,609","11,972","          1.89","12,114","10,495","          1.15"
"강원특별자치도 화천군 화천읍(5179025000)","8,171","4,047","          2.02","4,256","3,915","          1.09"
"강원특별자치도 화천군 간동면(5179031000)","2,550","1,493","          1.71","1,379","1,171","          1.18"
"강원특별자치도 화천군 하남면(5179032000)","2,791","1,341","          2.08","1,471","1,320","          1.11"
"강원특별자치도 화천군 상서면(5179033000)","3,469","2,119","          1.64","2,052","1,417","          1.45"
"강원특별자치도 화천군 사내면(5179034000)","5,628","2,972","          1.89","2,956","2,672","          1.11"
"강원특별자치도 양구군 (5180000000)","20,518","10,336","          1.99","10,730","9,788","          1.10"
"강원특별자치도 양구군 양구읍(5180025000)","13,172","6,127","          2.15","6,691","6,481","          1.03"
"강원특별자치도 양구군 국토정중앙면(5180031500)","3,201","1,818","          1.76","1,772","1,429","          1.24"
"강원특별자치도 양구군 동면(5180032000)","1,836","1,034","          1.78","1,000","836","          1.20"
"강원특별자치도 양구군 방산면(5180033000)","1,137","684","          1.66","624","513","          1.22"
"강원특별자치도 양구군 해안면(5180034000)","1,172","673","          1.74","643","529","          1.22"
"강원특별자치도 인제군 (5181000000)","31,146","16,608","          1.88","17,048","14,098","          1.21"
"강원특별자치도 인제군 인제읍(5181025000)","9,910","4,685","          2.12","5,250","4,660","          1.13"
"강원특별자치도 인제군 인제읍귀둔출장소(5181025100)","490","264","          1.86","254","236","          1.08"
"강원특별자치도 인제군 남면(5181031000)","3,686","2,136","          1.73","2,076","1,610","          1.29"
"강원특별자치도 인제군 북면(5181032000)","7,651","4,121","          1.86","4,155","3,496","          1.19"
"강원특별자치도 인제군 기린면(5181033000)","4,938","2,767","          1.78","2,720","2,218","          1.23"
"강원특별자치도 인제군 서화면(5181034000)","2,425","1,447","          1.68","1,449","976","          1.48"
"강원특별자치도 인제군 상남면(5181035000)","2,046","1,188","          1.72","1,144","902","          1.27"
"강원특별자치도 고성군 (5182000000)","26,812","15,300","          1.75","13,742","13,070","          1.05"
"강원특별자치도 고성군 간성읍(5182025000)","7,347","3,715","          1.98","3,848","3,499","          1.10"
"강원특별자치도 고성군 거진읍(5182025300)","5,518","3,405","          1.62","2,731","2,787","          0.98"
"강원특별자치도 고성군 현내면(5182031000)","2,115","1,288","          1.64","1,050","1,065","          0.99"
"강원특별자치도 고성군 죽왕면(5182032000)","3,283","1,963","          1.67","1,703","1,580","          1.08"
